FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,index__africa,id,infra,name,iso3,Continent_Code,node_id,index__corridor,OBJECTID,Project_code,Project_name,Corridor_name,Infrastructure_development_type,Status,Region_or_province,Description,Launch_year,USD_amount__Million__Minimum,USD_amount__Million__Maximum,Amount_description,Distance__km__Minimum,Distance__km__Maximum,GIS_distance,Area__Km2_,Supplier_or_recipient_of_goods_or_services,Key_beneficiaries,Commodities_traded_or_transported,Name_of_donors_or_financiers,Amount_funded__USD_millions__per_donor_type,Type_of_major_donors_or_financiers,FeatureUID_left,Country_left,id_left,infra_left,name_left,iso3_left,Continent_Code_left,node_id_left,id_right,infra_right,name_right,iso3_right,Continent_Code_right,node_id_right,Country_right,FeatureUID_right,index_right,ISO_A3
EHp02,EHp02a,Western Sahara,Laayoune,El Aaiun,Oil and Gas Terminal,27.093152,-13.431582,E,Y,Oil and Gas Products,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,EHp2,"NGA-WPI-Pub150, EHp002, Google Maps","NGA-WPI-Pub150, EHp002",Laayoune,45809,POINT (-13.431582000021532 27.093151999999584),132.0,port623,port,Laayoune_Western Sahara,ESH,AF,port623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
DLC01,,Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,POINT (-4.010908317124338 5.283956222532626),,port4,port,Abidjan_Cote d'Ivoire,CIV,AF,port4,27.0,28.0,DLC0001,Port of Abidjan,Dakar-Lagos Corridor,Port,Operational,Abidjan,"The port of Abidjan is a deep sea port in Cote d'Ivoire. It is the second most important port in Africa after the port of Durban. It contributes majorly to the economy of West Africa. It serves a number of landlocked countries such as Burkina Faso, Mali, Niger, Chad, and Guinea. It has 34 berths.",1951,1200,1200.0,Total project cost,NA,NA,NA,NI,Both,Industries; Local communities; City of Abidjan,Fish; Cocoa; Timber; Coffee; Pineapple; Banana; Manganese; Vehicle spare parts; Textiles; Soap,Export-Import Bank of China; Bolloré Group; Maersk; Government of Côte d'Ivoire,13.14; NI; NI; NI,Private companies; National government,,,,,,,,,,,,,,,,,60.0,CIV
POT01,,Madagascar,,,,,,,,,,,,,,,,,,,,,,,POINT (49.42634110229315 -18.157896971942794),,port1301,port,Toamasina_Madagascar,MDG,AF,port1301,11.0,12.0,POT0001,Port of Toamasina,Port of Toamasina ,Port,Operational,Toamasina,"The Port of Toamasina is Madagascar’s main port, handling containers, dry and liquid bulk and general cargo.",1927,167.42,170.5,Total project cost,NA,NA,NA,0.15,Predominantly net recipient,Government of Madagascar; City of Taomasina; Local communities; Port of Mombasa; Truck driver,Petroleum; Rice; Palm oil; Pharmaceutical products; Raw nickel; Clove; Cobalt,Government of Japan; World Bank,45.2; 140,National government; Multilateral bank,,,,,,,,,,,,,,,,,,
BLC02,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,POINT (34.83983894902818 -19.811070398912076),,port137,port,Beira_Mozambique,MOZ,AF,port137,23.0,24.0,BLC0002,Beira Port,Beira Lobito Corridor (or Lobito Corridor),Port,Operational,Sofala,"The port of Beira is the second largest port in Mozambique. It is strategically located, serving some of the landlocked countries in Southern Africa, such as Zimbabwe, Malawi, Zambia, Botswana and Democratic Republic of Congo. It has 11 berths. ",1891,500,500.0,Total project cost,NA,NA,NA,NI,Both,National Directorate of Ports and Railways; Farmers; Industries; Traders; Local communities; Truck drivers; Freight operators,Crude Petroleum; Fertilisers; Wheat; Agricultural machinery; Textiles; Palm oil,World Bank,350,Multilateral bank,,,,,,,,,,,,,,,,,,
MDC03,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,POINT (32.521037983851215 -25.955630874618052),,port702,port,Maputo_Mozambique,MOZ,AF,port702,13.0,14.0,MDC0003,Port of Maputo,Maputo Development Corridor,Port,Operational,Maputo City,"The port of Maputo is the main port of Mozambique. It has a significant regional potential as an important gateway to South Africa and other regional countries including Botswana, Swaziland and Zimbabwe.While 1972 the Maputo Port was a major infrastructure, but in 2003 major rehabilitation works and investments led to substantial growth of the port. It has 16 berths. ",2003,70,70.0,Cost of upgrade,NA,NA,NA,NI,Both,Freight operators; Industries; Mining companies; Local communities,Coal; Fruit; Sugar; Steel; Molasses; Petroleum; Cereals; Aluminium; Citrus; Chromite,Government of Mozambique; Government of China,NI; 1000,National government; National government,,,,,,,,,,,,,,,,,72.0,MOZ
NAC03,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,POINT (40.65118404225086 -14.535350585499357),,port784,port,Nacala_Mozambique,MOZ,AF,port784,38.0,39.0,NAC0003,Port of Nacala ,Nacala Corridor,Port,Upgrade,Nampula,The port of Nacala is a deep water port located in Northern Mozambique. The port is an important access route for imports and export cargo from Malawi and Zambia.It has four berths. ,NA,230,1100.0,Cost of upgrade,NA,NA,NA,NI,Both,Industries; Truck drivers; Local communities; Farmers; Zambezi Valley Development Agency; Municipal Authorities,Coal; Cotton; Tea; Tobacco; Groundnuts; Cashew nuts; Sisal; Timber; Maize; Animal products; Vegetable oil,African Development Bank; Other funders (unspecified),300; NI,Regional development bank; NI,,,,,,,,,,,,,,,,,72.0,MOZ
BAA02,,Somaliland; Ethiopia,,,,,,,,,,,,,,,,,,,,,,,POINT (44.99697910139348 10.432942700630933),,port146,port,Berbera_Somalia,SOM,AF,port146,36.0,37.0,BAA0002,Port of Berbera ,Berbera-Addis Ababa Corridor (or Berbera Corridor),Port,Operational,Woqooyi Galbeed,"Located 937km east of Addis Ababa, the Port of Berbera is seen by Addis Ababa as the second nearest port to serve its growing volume of cargo in addition to the congested port of Djibouti. Nearly 98 percent of Ethiopia’s import and export cargo is shuttled via port Djibouti. The port of Berbera has one 650 m wharf capable of accepting ships of up to 15 000 tonnes and a line of seven wharves, including one for RO-RO. The ""Russian"" wharves (400 m) were built in 1960, and the ""American"" ones (250 m) in 1986. There is also an oil terminal with a capacity of 30 000 tonnes, distributed among 22 tanks currently operated by Total. Storage capacity is 1200m3 .  It has five berths. ",1960,442,442.0,Cost of upgrade,NA,NA,NA,NA,Both,Somaliland Ministry of Foreign Affairs; Somaliland Port Authority; Government of Ethiopia; Government of Somaliland; Government of United Arab Emirates; Berbera Port Authority; Government of Russia; Government of United States of America,Petroleum; Livestock; Gum Arabic; Myrrh; Frankincense,DP World; European Commission; Government of Ethiopia; Authority of Somaliland; Other funders (unspecified),442; 20; NI; NI,Private companies; National government,,,,,,,,,,,,,,,,,167.0,-99
POM01,,Somalia,,,,,,,,,,,,,,,,,,,,,,,POINT (45.33463075223293 2.024425203376508),,port778,port,Muqdisho_Somalia,SOM,AF,port778,18.0,19.0,POM0001,Port of Mogadishu (or Mogadishu International Port),Port of Mogadishu,Port,Operational,Banaadir,"The Port of Mogadishu is the official seaport of Mogadishu. It is the largest harbour in the country, however, it has been facing challenges due to the wars that have been happening in the country. The port of Mogadishu has undergone a massive transformation, owing to the reduced threat of piracy and improved security, which has led to opening up of the port and increased investors’ confidence. The Port is managed by Al Bayrak, a Turkish company. Between 1991-2006, the port was closed for business as there were disagreements over who should control it. In 2006-2009, rehabilitation works allowed activity to slowly start again. In 2010 a new government was appointed, which then re-shuffled the port management and monthly revenue subsequently rose from US $0.9 million to over US $2.5 million. It has six berths. ",2010,NI,,NA,NA,NA,NA,NI,Both,Somali Port Authority; Entrepreneurs; Local communities,Oil; Sugar; Rice; Cement; Animal products,African Development Bank,NI,Regional development bank,,,,,,,,,,,,,,,,,12.0,SOM
NSC08,,South Africa,,,,,,,,,,,,,,,,,,,,,,,POINT (18.448228902069527 -33.91543196893356),,port215,port,Cape Town_South Africa,ZAF,AF,port215,37.0,38.0,NSC0008,Port of Cape Town ,North-South Corridor,Port,Operational,Western Cape,"The Port of Cape Town is the second largest container facility in South Africa after the Port of Durban. The port is located in Table Bay in the northern end of the Cape Peninsula. The port is strategic on the South Atlantic route, one of the world’s busiest trade routes. It has 34 berths. ",1975,780,780.0,Cost of upgrade,NA,NA,NA,NI,Both,Traders; Manufacturers; Farmers; Truck drivers,Fruit; Vehicle spare parts; Chemicals; Fertilisers; Iron; Steel; Barley; Maize,Government of South Africa; French Development Agency,NI; 285,National government; International development agency,,,,,,,,,,,,,,,,,25.0,ZAF
NSC07,,South Africa,,,,,,,,,,,,,,,,,,,,,,,POINT (31.023022434194175 -29.882129614364494),,port311,port,Durban_South Africa,ZAF,AF,port311,19.0,20.0,NSC0007,Port of Durban,North-South Corridor,Port,Operational,KwaZulu-Natal,"The port of Durban is the busiest shipping terminal in sub Saharan Africa. It has a diverse economy with busy sectors in manufacturing, transportation, government, finance and tourism.  It has 59 berths. ",1824,405.6,405.6,Cost of upgrade,NA,NA,NA,NI,Both,Government of South Africa; Kwazulu Natal Department of Transport; Traders; Manufacturers; Farmers; Truck drivers,Vehicle spare parts; Grain; Fruit; Paper; Timber; Machinery; Oil; Fish; Rice; Sugar; Wheat; Fluorspar; Chemicals; Fertilisers; Soda ash; Coal; Minerals,Government of South Africa; Other funders (unspecified),200; NI,National government; NI,,,,,,,,,,,,,,,,,,
NGC02,,Guinea,,,,,,,,,,,,,,,,,,,,,,,POINT (-14.606813167682386 10.648181745816554),,port536,port,Kamsar_Guinea,GIN,AF,port536,42.0,43.0,NGC0002,Port of Kamsar,Northern Growth Corridor Guinea,Port,Operational,Boké,"The port of Kamsar is a relatively small port but an important infrastructure facilitating the transportation of bauxite from the mine located in Sangaredi. Additionally, the port helps in the transportation of petroleum products. It has two berths. ",1963,40,40.0,Cost of upgrade,NA,NA,NA,NI,Both,Mining companies; Government of Guinea; Local communities; Logistics companies,Iron ore; Petroleum,NI,NI,NI,,,,,,,,,,,,,,,,,61.0,GIN
CNC01,,Benin,,,,,,,,,,,,,,,,,,,,,,,POINT (2.4229238723398567 6.345724287103884),,port265,port,Cotonou_Benin,BEN,AF,port265,1.0,2.0,CNC0001,Port of Cotonou,Cotonou-Niamey Corridor,Port,Operational,Littoral,"Benin’s port of Cotonou is a potential gateway to landlocked West African countries, but high shipping costs, low efficiency, and poor logistical facilities have kept it from becoming a key trade route. In 2011, the beginning of renovation works began-expected to be completed in 2020. ",1964,46.1,50.4,Total project cost,NA,NA,NA,NI,Both,Government of Benin; Government of Burkina Faso; Government of Mali; Government of Niger; Traders; Local communities,Fruit; Nuts; Cotton; Copper; Fish; Animal products; Palm oil; Brewing textile; Petroleum; Bauxite; Iron; Aluminium; Cement,World Bank,NI,Multilateral bank,,,,,,,,,,,,,,,,,54.0,BEN
DBO01,, Senegal,,,,,,,,,,,,,,,,,,,,,,,POINT (-17.426101932742778 14.683460397259468),,port272,port,Dakar_Senegal,SEN,AF,port272,28.0,29.0,DBO0001,Port of Dakar,Dakar-Bamako-Ouagadougou – Niamey-N’Djamena Corridor,Port,Operational,Dakar,The Dakar Container Port Project is to reduce freight costs for Senegal's external trade and enhance Dakar's position as a port of transfer for neighboring countries by provision of additional facilities and rehabilitation of existing ones and by strengthening the Port's management and operations.,2007,210,210.0,Total project cost,NA,NA,NA,NI,Both,Government of Senegal; Traders; Truck drivers; Local communities; Industries,Fish; Groundnuts; Petroleum; Phosphate; Cotton,World Bank,29,Multilateral bank,,,,,,,,,,,,,,,,,51.0,SEN
CDC03,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,POINT (39.29619623538086 -6.843548594602098),,port278,port,Dar Es Salaam_Tanzania,TZA,AF,TZA_port_1,21.0,22.0,CDC0003,Port of Dar es Salaam,Central Development Corridor,Port,Operational,Dar es Salaam,"The port of Dar es Salaam is the largest and most important port in Tanzania. It handles over 90% of the country’s cargo. It is an important gat way for cargo for the landlocked countries such as Rwanda, Burundi, Democratic republic of Congo, Zambia, Malawi and Uganda.",NI,357,427.0,Cost of upgrade,NA,NA,NA,NI,Both,Government of Tanzania; Government of Malawi; Government of Zambia; Government of Democratic Republic of Congo; Government of Burundi; Government of Rwanda; Government of Uganda; Local communities; Traders; Fishing industries,Sugar; Rice; Coffee; Tea; Maize; Cassava; Tobacco; Sisal; Textiles; Fish; Vehicle spare parts; Vehicle spare parts,World Bank; Government of Tanzania,357; 70,Multilateral bank; National government,,,,,,,,,,,,,,,,,1.0,TZA
TDC02,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,POINT (39.10558040509935 -5.06628058491982),,port1264,port,Tanga_Tanzania,TZA,AF,TZA_port_3,30.0,31.0,TDC0002,Port of Tanga,Tanga Development Corridor,Port,Operational,Tanga,"The Tanga port is approximately 350km north of Dar es Salaam. It was the first port to be developed in Tanzania, allowing access to Arusha and Moshi. It is a small seaport in terms of land and volumes of cargo handled per annum. It has two berths. ",1914,NI,,NA,NA,NA,NA,NI,Both,Government of Tanzania; Government of Rwanda; Government of Burundi; Government of Uganda; Traders; Logistics companies,Coffee; Tea; Sisal; Fish,Government of Tanzania; Government of Oman,NI; NI,National government,,,,,,,,,,,,,,,,,,
ADC02,,Djibouti,,,,,,,,,,,,,,,,,,,,,,,POINT (43.10371866277629 11.597464433534146),,port294,port,Djibouti_Djibouti,DJI,AF,port294,39.0,40.0,ADC0002,Port of Djibouti,Addis-Djibouti Corridor (or Ethiopia-Djibouti Corridor),Port,Operational,Djibouti,"The port of Djibouti is strategically located at the southern entrance to the Red sea, at the intersection of major international shipping lines connecting Asia, Africa and Europe. It has four berths. ",1888,10,10.0,Partial project cost,NA,NA,NA,NI,Both,Logistics companies; Truck drivers; Local communities,Crude Petroleum; Petroleum; Cereals; Fertilisers,Government of the United States of America; Other funders (unspecified),10; NI,National government; NI,,,,,,,,,,,,,,,,,,
BYC02,,Cameroon,,,,,,,,,,,,,,,,,,,,,,,POINT (9.683368801434442 4.052880864615648),,port299,port,Douala_Cameroon,CMR,AF,port299,3.0,4.0,BYC0002,Port of Doula,Brazzaville-Yaounde Corridor (Brazzavile-Doula Corridor),Port,Operational,Littoral,The port of Douala is Cameroon’s major sea port. It is located on the shores of the Wouri River estuary. It is a deep water port and it facilitates the country’s international trade. It has three berths. ,NI,4700,4700.0,Cost of upgrade,NA,NA,NA,NI,Both,Government of Cameroon; Traders; Local communities; Industries,Timber; Bauxite; Banana; Wheat; Fish; Petroleum,NI,NI,NI,,,,,,,,,,,,,,,,,57.0,CMR
KCB02,,Cameroon,,,,,,,,,,,,,,,,,,,,,,,POINT (9.861209105887895 2.724930863549934),,port943,port,Port De Kribi_Cameroon,CMR,AF,port943,24.0,25.0,KCB0002,Kribi Port,Kribi-Campo-Bata Corridor,Port,In progress,Sud,"The Kribi deepwater port is Located in the southwestern part of the Republic of Cameroon, Kribi, on the edge of the Gulf of Guinea. The Kribi deepwater port was built by China Harbour Engineering Corporation and financed through China's Exim bank. ",NI,1100,1300.0,Cost of upgrade,NA,NA,NA,NI,Both,Traders; Government of Cameroon; Maritime services companies; Local communities; Logistics companies,Iron ore; Fish; Industrial goods; Timber,Export-Import Bank of China; Other funders (unspecified),680; NI,Regional development bank; NI,,,,,,,,,,,,,,,,,57.0,CMR
DLC03,,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,POINT (-13.201867189722808 8.486640908133129),,port360,port,Freetown_Sierra Leone,SLE,AF,port360,17.0,18.0,DLC0003,Port of Freetown,Dakar-Lagos Corridor,Port,Operational,Western,The port of Freetown is the principal commercial port in Sierra Leone. It has six berths. ,NI,6.7,6.7,Cost of upgrade,NA,NA,NA,NI,Both,Sierra Leone Port Authority; Bolloré Group; Local communities; Truck drivers,Vehicle spare parts; Industrial goods; Fish,World Bank,6.91,Multilateral bank,,,,,,,,,,,,,,,,,,
LAP01,,Kenya,,,,,,,,,,,,,,,,,,,,,,,POINT (40.9144811681642 -2.1964625780332265),,port631,port,Lamu_Kenya,KEN,AF,KEN_port_18,25.0,26.0,LAP0001,Port of Lamu,Lamu Port South Sudan Ethiopia Transport Corridor (LAPSSET),Port,In progress,Lamu,"The Lamu port project is part of the LAPSSET project,one of the flagship infrastructure projects identified by Kenya’s development blueprint Vision 2030. The project involves the construction of 32 berths along a 6, 000m stretch at Manda bay. The construction of the first three births is the first priority while the rest will follow. Manda bay in Lamu was selected as the port area since it is well sheltered and has deep waters. It has 32 berths. ",NI,5000,5000.0,Total project cost,NA,NA,NA,NI,Both,Lamu County government; Local communities; Traders; Fishing industries,Vehicle spare parts; Vehicle spare parts; Maize; Rice; Fish; Textiles; Second-hand clothes,Government of Kenya; African Development Bank,NI; 1.93,National government; Regional development bank,,,,,,,,,,,,,,,,,,
NRC02,,Kenya,,,,,,,,,,,,,,,,,,,,,,,POINT (39.63446709684509 -4.048091982541384),,port757,port,Mombasa_Kenya,KEN,AF,KEN_port_17,10.0,11.0,NRC0002,Port of Mombasa,Northern Corridor (or Trans Congo Corridor),Port,Operational,Mombasa,"The port of Mombasa is the main port of Kenya and has 16 deep water berths. The port serves as the main gateway to the landlocked East Africa countries such as Uganda, Rwanda, Burundi, DRC and South Sudan. A significant number of shippers now prefer to route Zanzibar cargo through Mombasa. Other interests for having Mombasa as the port of preference have also been expressed by shippers from Mogadishu. Upgrading was conducted in 2016. It has 19 berths. ",1890,193,646.0,Cost of upgrade,NA,NA,NA,NI,Both,Kenya Ports Authority; Local communities; Traders; Logistics companies; Truck drivers,Wheat; Petroleum; Rice; Sugar; Vehicle spare parts; Cement; Textiles,Government of Kenya; European Investment Bank; French Development Agency,346; NI; NI,National government; Multilateral bank; International development agency,,,,,,,,,,,,,,,,,13.0,KEN
LBP02,,Gabon,,,,,,,,,,,,,,,,,,,,,,,POINT (9.499877013129524 0.2972698238458409),,port973,port,Port Owendo_Gabon,GAB,AF,port973,7.0,8.0,LBP0002,Port of Owendo (or Port of Libreville) ,Libreville-Brazzaville-Pointe Noire Corridor (or Pointe Noire – Cabinda Corridor),Port,Operational,Estuaire,"The Port of Owendo is a Gabon special economic zone which is a joint venture between Olam international limited, republic of Gabon and the Africa finance corporation. Owendo Port has launched a new multi-purpose and container terminal in a ceremony on October 14, 2017. It has four berths. ",2017,341,345.0,Cost of upgrade,NA,NA,NA,NI,Both,Local communities; Port Authority of Gabon; Government of Gabon; Gabon Special Economic Zones,Timber; Manganese; Uranium; Cocoa; Cement constituents,Emerging Africa Infrastructure Fund; African Development Bank,305; 40,Regional economic community; Regional development bank,,,,,,,,,,,,,,,,,68.0,GAB
BLC06,,Angola,,,,,,,,,,,,,,,,,,,,,,,POINT (13.565557826568844 -12.34349429041626),,port656,port,Lobito_Angola,AGO,AF,port656,0.0,1.0,BLC0006,Port of Lobito,Beira Lobito Corridor (or Lobito Corridor),Port,Operational,Benguela,The port of Lobito lies on Angola’s coast. It connects commodity producers from the Copperbelt with international markets and is an excellent location for raw materials and imported fuel products. ,1929,1200,1800.0,Cost of upgrade,NA,NA,NA,0.2,Both,Government of Angola; Industries; Local communities,Sugar; Copper; Canned fish; Construction material; Crude Petroleum; Petroleum,Government of Angola,4200,National government,,,,,,,,,,,,,,,,,74.0,AGO
LOC03,,Togo,,,,,,,,,,,,,,,,,,,,,,,POINT (1.2827089542348376 6.14482467640443),,port657,port,Lome_Toga,TGO,AF,port657,22.0,23.0,LOC0003,Port of Lomé,Lomé-Ouagadougou Corridor,Port,Operational,Maritime,"The port of Lomé is the main port in Togo. It is strategically located in West Africa coast from which several cities can be reached by road in one day, offering the advantage of moving goods at a reasonable timeframe and a competitive cost. Modernization of the port took place in the 1960s. It has three berths. ",1968,300,300.0,Cost of upgrade,NA,NA,NA,NI,Both,Government of Togo; Local communities; Truck drivers,Textiles; Vehicle spare parts; Sugar; Rice; Cotton; Shea Butter,African Development Bank; German Investment and Development Company; OPEC Fund for International Development,34.388; NI; NI,Regional development bank; National bank; International development agency,,,,,,,,,,,,,,,,,58.0,TGO
TOC03,,Namibia,,,,,,,,,,,,,,,,,,,,,,,POINT (15.153252577099716 -26.641240972232442),,port668,port,Luderitz Bay_Namibia,NAM,AF,port668,15.0,16.0,TOC0003,Port of Lüderitz,Trans-Oranje Corridor ,Port,Operational,Karas,The Port of Lüderitz lies south of the port of Walvis Bay along Namibia’s coastline. It provides access to markets in the Northern Cape of South Africa. It is an important base for the fishing industry and the offshore diamond and mining industries. The port was constructed in the 1800s but it is only since the new Namport administration took over in 1995 that Luderitz has begun to resurrect itself as the gateway to the south of Namibia. It is operated by the Walvis Bay Corridor Group. It has three berths. ,1995,4200,4200.0,Cost of upgrade,NA,NA,NA,NI,Both,Fishing industries; Diamond Mining Industries; Fruit Industry,Fish; Diamond; Fruit,Government of Namibia,NI,National government,,,,,,,,,,,,,,,,,50.0,NAM
TCC03,,Namibia,,,,,,,,,,,,,,,,,,,,,,,POINT (14.48950620646175 -22.953582679345192),,port1381,port,Walvis Bay_Namibia,NAM,AF,port1381,14.0,15.0,TCC0003,Port of Walvis Bay,Trans-Caprivi Corridor (TCC) (or Walvis Bay-Ndola-Lumbumbashi Development Corridor (WBNLDC)),Port,Operational,Erongo,"The Port of Walvis Bay is Namibia's largest commercial port. It is strategically located half way down the coast of Namibia, with direct access to principal shipping routes, Walvis Bay is a natural gateway for international trade. In 1994 the port becomes managed by the public sector but there are continuous improvements and investments till the present day. It has 11 berths. ",1910,414,415.0,Cost of upgrade,NA,NA,NA,NI,Both,Oil companies; Salt Company; Mining companies; Fishing industries; Guateng Province in South Africa; Tourists; Passengers,Salt; Petroleum; Diamond; Copper; Lead; Uranium; Livestock; Fish; Mollusc,Government of Namibia; African Development Bank,NI; 2900,National government; Regional development bank,,,,,,,,,,,,,,,,,50.0,NAM
MAA02,,Eritrea,,,,,,,,,,,,,,,,,,,,,,,POINT (39.46163975758146 15.599479716867723),,port751,port,Mitsiwa Harbor_Eritrea,ERI,AF,port751,4.0,5.0,MAA0002,Port of Massawa,Massawa Corridor,Port,Operational,Debub,Port of Massawa is the main port for Eritrea. The port is situated on the northern shore of Massawa island. The port was first constructed in 19th Century but an important rehabilitation took place in the period 1995-2005. It has six berths. ,2005,2100,2100.0,Cost of upgrade,NA,NA,NA,NI,Both,Government of Eritrea; Traders; Fishing industries; Local communities; Tourism industry; Shipping service providers; Massawa Port Authority,Fish; Maize; Wheat; Rice; Fertilisers; Iron; Steel; Vehicle spare parts; Industrial machinery; Crude Petroleum; Salt,World Bank; Government of Eritrea; Government of Italy,NI; NI; NI,Multilateral bank; National government,,,,,,,,,,,,,,,,,154.0,ERI
CDH01,,Mauritania,,,,,,,,,,,,,,,,,,,,,,,POINT (-16.025599899745973 17.992430273910784),,port831,port,Nouakchott_Mauritania,MRT,AF,port831,12.0,13.0,CDH0001,Port of Nouakchott,Cairo-Dakar Corridor,Port,Operational,Nouakchott,"The port is strategically located at the crossroads of the routes connecting Africa, Europe and America, and is one of the leading public commercial ports in the south Sahara for ships sailing from Europe. ",1986,310,450.0,Cost of upgrade,NA,NA,NA,NI,Predominantly net recipient,Government of the Islamic Republic of Mauritania; Traders; Freight operators; Truck drivers,Iron ore; Gold; Copper; Gypsum; Fish; Cement; Clinker; Flour; Sugar; Petroleum,Africa Finance Corporation; World Bank; Government of the Islamic Republic of Mauritania,390; 55; 5,Regional development bank; Multilateral bank; National government,,,,,,,,,,,,,,,,,53.0,MRT
PNC03,,Republic of the Congo ,,,,,,,,,,,,,,,,,,,,,,,POINT (11.835854138611175 -4.785478217231054),,port919,port,Point Noire_Republic of Congo,COG,AF,port919,43.0,44.0,PNC0003,Port of Pointe Noire,Pointe Noire – Cabinda Corridor (or Libreville-Brazzaville-Pointe Noire Corridor),Port,Operational,Pointe Noire,The Port of Pointe Noire is a large sea port in the Republic of Congo. It has four berths. ,1939,676.56,676.56,Cost of upgrade,NA,NA,NA,NI,Both,Government of Republic of Congo; Traders,Crude Petroleum; Copper; Petroleum; Timber; Iron; Palm oil; Pharmaceutical products,NI,NI,NI,,,,,,,,,,,,,,,,,67.0,COG
PSC01,,Sudan,,,,,,,,,,,,,,,,,,,,,,,POINT (37.23334444722194 19.603932998841003),,port977,port,Port Sudan_Sudan,SDN,AF,port977,20.0,21.0,PSC0001,Port of Sudan,Port Sudan Corridor ,Port,Operational,Red Sea,The Port of Sudan is the main seaport of Sudan and handles most of the country’s external trade. It has modern docking facilities and an oil refinery. It has 16 berths. ,1909,NI,,NA,NA,NA,NA,NI,Both,Sea Ports Corporation; Entrepreneurs; Local communities; Truck drivers,Cotton; Groundnuts; Sesame seed; Castor seed; Crude Petroleum; Construction material; Vehicle spare parts; Animal products,World Bank,NI,Multilateral bank,,,,,,,,,,,,,,,,,,
DLC04,,Ghana,,,,,,,,,,,,,,,,,,,,,,,POINT (-1.7419344206991514 4.891730058849944),,port1255,port,Takoradi_Ghana,GHA,AF,port1255,29.0,30.0,DLC0004,Port of Takoradi,Dakar-Lagos Corridor,Port,Operational,Western,"The port is located in western Ghana, and is managed by the Ghana Ports and Harbours Authority. It is an important export port for Ghana. It has six berths. ",2019,475,500.0,Cost of upgrade,NA,NA,NA,NI,Both,Government of Ghana; Local communities; Mining Industries; Farmers; Truck drivers,Cocoa; Timber; Bauxite; Gold; Manganese; Diamond; Vegetables,African Development Bank,450,Regional development bank,,,,,,,,,,,,,,,,,59.0,GHA
DLC05,,Ghana,,,,,,,,,,,,,,,,,,,,,,,POINT (0.0007896226035502 5.626168215199539),,port1282,port,Tema_Ghana,GHA,AF,port1282,8.0,9.0,DLC0005,Port of Tema,Dakar-Lagos Corridor,Port,Operational,Greater Accra,"The port of Tema lies on the shores of the Gulf of Guinea in Southeastern Ghana and is the largest in the country. The port is currently being upgraded and expanded to improve the port handling capacity. Construction of the port began in 1954. Regular traffic began in 1962. In 1997, the second quay began construction up to approximately 2005. In 2007 the second phase of construction of the container terminal began in a 140,000sqm container stacking area, referred to as the complexes and mechanical work shops were completed. It has 12 berths. ",1954,667,667.0,cost of upgrade,NA,NA,NA,NI,Both,Traders; Industries; Government of Ghana; Maritime services companies,Vehicle spare parts; Fish; Crude Petroleum; Petroleum; Rice; Sugar; Wheat; Aluminium; Clinker,International Finance Corporation; Bank of China,195; 472,International development agency; National bank,,,,,,,,,,,,,,,,,59.0,GHA
POV01,,Seychelles,,,,,,,,,,,,,,,,,,,,,,,POINT (55.462275130441114 -4.622741734361303),,port1361,port,Victoria_Seychelles,SYC,AF,port1361,16.0,17.0,POV0001,Port of Victoria,Port of Victoria,Port,Operational,Mont Fleuri,The Port of Victoria is the main port serving Seychelles and is a crucial economic pillar of Seychelles. It is an important gateway through which imports and exports of the country flow through. ,1972,40.01,40.01,Cost of upgrade,NA,NA,NA,NI,Both,Entrepreneurs; Truck drivers; Local communities,Vanilla; Coconut products; Coconut products; Tortoise shell; Soap; Guano,European Investment Bank; French Development Agency,38.175; NI,Regional development bank; International development agency,,,,,,,,,,,,,,,,,,
DZp02,DZp02c,Algeria,Annaba,<Null>,Bulk Commodities Port,36.89805,7.772847,E,Y,Coal,Coke,-999.0,NA,<Null>,<Null>,<Null>,Entreprise Portuaire de Annaba,http://www.annaba-port.com/,<Null>,<Null>,"NGA-WPI-Pub150, DZp002, Google Earth","NGA-WPI-Pub150, DZp002, DZp005",Annaba,45490,POINT EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
